Name,Company,Address,Postal,City,State,Country,Latitude,Longitude,HUC12,HUC12_Name
Hivelocity - New York 1,Hivelocity,7 Teleport Drive,10311,Staten Island,New York,USA,40.6067753,-74.1753897,020301040204,Morses Creek-Arthur Kill
NYI - QTD1,QTD Systems,60 Hudson Street,10013,New York,New York,USA,40.717946,-74.008929,020301010405,East River-Hudson River
SDC Manhattan,Sabey Data Center Properties LLC,375 Pearl St,10038,New York,New York,USA,40.7110329,-74.0008574,020301010405,East River-Hudson River
DataBank LGA1 - Downtown New York City,DataBank,60 Hudson St,10013,New York,New York,USA,40.7177452,-74.0083059,020301010405,East River-Hudson River
Opti9 NY1,Opti9 Technology,501 Franklin Ave,11530,Garden City,New York,USA,40.722807,-73.6315983,020302020204,Mill River
325 Hudson,325 Hudson,325 Hudson,10013,New York,New York,USA,40.7267165,-74.0075896,020301010405,East River-Hudson River
1 Ramland,1547 Critical Systems Realty,1 Ramland Rd,10962,Orangeburg,New York,USA,41.034512,-73.9758403,020301030903,Upper Hackensack River
TELEHOUSE New York Chelsea,Telehouse America,85 10th Avenue,10011,New York,New York,USA,40.7431037,-74.0076859,020301010405,East River-Hudson River
TELEHOUSE New York Teleport,Telehouse America,7 Teleport Drive,10311,New York,New York,USA,40.607514,-74.17108,020301040204,Morses Creek-Arthur Kill
NYI - New York,QTD Systems,100 William Street,10038,New York,New York,USA,40.70855583007363,-74.00715306401253,020301010405,East River-Hudson River
Hudson InterXchange,Hudson InterXchange,60 Hudson Street,10013,New York,New York,USA,40.717729,-74.0083059,020301010405,East River-Hudson River
365 Data Centers - New York 2,365 Data Centers,325 Hudson St,10013,New York,New York,USA,40.726718,-74.007398,020301010405,East River-Hudson River
DataBank LGA2 - Downtown New York City,DataBank,111 8th Ave,10011,Manhattan,New York,USA,40.7409154,-74.0022334,020301010405,East River-Hudson River
Crown Castle New York (NY1),CROWN CASTLE,111 8th Ave,10011,New York City,New York,USA,40.7410429,-74.0024514,020301010405,East River-Hudson River
Delimiter Commack Data Center,Delimiter Corp,500 Commack Road,NY11725,Commack,New York,USA,40.8225911,-73.2916469,020302020403,Sampawams Creek
Cogent Data Center - New York,"Cogent Communications, Inc.",25 Broadway,10004,New York,New York,USA,40.7055177,-74.0139121,020301010405,East River-Hudson River
CoreSite Secaucus (NY2),CoreSite,2 Emerson Ln,07094,Secaucus,New York,USA,40.7858982,-74.0672153,020301030906,Lower Hackensack River
H5 Data Centers New York,H5 Data Centers,325 Hudson St,10013,New York,New York,USA,40.7268681,-74.0077026,020301010405,East River-Hudson River
Equinix NY9,Equinix,111 8th Avenue,10011,New York,New York,USA,40.741089,-74.001526,020301010405,East River-Hudson River
DataBank Orangeburg Campus,DataBank,2000 Corporate Dr,10962,Orangeburg,New York,USA,41.03858677252296,-73.98957268291456,020301030903,Upper Hackensack River
Epsilon Global Hubs - New York,Epsilon,60 Hudson Street,10013,New York,New York,USA,40.7177228,-74.0082994,020301010405,East River-Hudson River
Dataverge NY,DataVerge,882 3rd Ave,11232,Brooklyn,New York,USA,40.6577547,-74.0048472,020301040205,Upper Bay-The Narrows
111 Eight Avenue,Google,111 8th Avenue,10011,New York,New York,USA,40.741089,-74.001526,020301010405,East River-Hudson River
Speedcast NY,Speedcast International Ltd.,45 Oser Avenue,11788,Hauppauge,New York,USA,40.815055,-73.2371757,020302010302,Nissequogue River-Frontal Long Island Sound
Lunavi Orangeburg,Lunavi,1 Ramland Rd,10962,Orangeburg,New York,USA,41.0344939,-73.975756,020301030903,Upper Hackensack River
365 Data Centers - New York 3,365 Data Centers,121 Varick St.,10013,New York,New York,USA,40.724832,-74.00609,020301010405,East River-Hudson River
ColoHouse New York,ColoHouse,1 Ramland Road,10962,Orangeburg,New York,USA,41.0345237,-73.9758245,020301030903,Upper Hackensack River
DataBank LGA4 - Orangeburg,DataBank,2000 Corporate Dr,10962,Orangeburg,New York,USA,41.03777900949495,-73.9889411117481,020301030903,Upper Hackensack River
DataBank LGA3 - Orangeburg,DataBank,2000 Corporate Dr,10962,Orangeburg,New York,USA,41.0401325,-73.98989929999999,020301030903,Upper Hackensack River
NewBridge Brooklyn,NewBridge,927 McDonald Ave,11218,Brooklyn,New York,USA,40.6314334,-73.9768857,020301040503,Island Channel-Jamaica Bay
CoreSite New York (NY1),CoreSite,32 Avenue of the Americas,10013,New York,New York,USA,40.721052,-74.005239,020301010405,East River-Hudson River
75 Broad Street,JEMB Realty Inc.,75 Broad Street,10004,New York,New York,USA,40.70419,-74.011569,020301010405,East River-Hudson River
Evocative JFK2,Evocative Data Centers,480 N Bedford Rd,10514,Chappaqua,New York,USA,41.1803414,-73.7534289,020301010306,Kisco River
365 Data Centers - New York 1,365 Data Centers,65 Broadway,10006,New York,New York,USA,40.707256,-74.012111,020301010405,East River-Hudson River
Cogent Data Center - Hackensack,"Cogent Communications, Inc.",280 State St,07601,Hackensack,New York,USA,40.8873025,-74.042615,020301030905,Middle Hackensack River
60 Hudson Street,Colliers International,60 Hudson Street,10013,New York,New York,USA,40.717946,-74.008929,020301010405,East River-Hudson River
Lumen New York 2,Lumen,601 W 26th,10001,New York,New York,USA,40.7516571,-74.0071579,020301010405,East River-Hudson River
121 Varick St,121 Varick Street Corp.,121 Varick St,10013,New York,New York,USA,40.7248684,-74.006272,020301010405,East River-Hudson River
Sentinel NY-1,Sentinel Datacenters,155 Corporate Dr,10962,Orangeburg,New York,USA,41.036227,-73.9859227,020301030903,Upper Hackensack River
Metanet Staten Island,"Metanet, Inc.",7 Teleport Dr,10311,Staten Island,New York,USA,40.6067366,-74.175072,020301040204,Morses Creek-Arthur Kill
Colocation America NYDC3,Colocation America,11 Skyline Dr,10532,Hawthorne,New York,USA,41.0882411,-73.8153475,020301010403,Saw Mill River
365 Data Centers - New York 4,365 Data Centers,32 6th ave,10013,New York,New York,USA,40.7210931,-74.0052522,020301010405,East River-Hudson River
Blue Hill Plaza,Blue Hill Data Services,2 Blue Hill Plaza,10965,Pearl River,New York,USA,41.04756686339402,-74.00722503510403,020301030903,Upper Hackensack River
CherryRoad NYC3,CherryRoad Technologies,375 Pearl Street,10038,Manhattan,New York,USA,40.7109599,-74.0014202,020301010405,East River-Hudson River
Centersquare - New York EWR3-B,Csquare,365 S Randolphville,08854,Piscataway,New York,USA,40.552962,-74.459351,020301050503,Ambrose Brook
Metanet Chelsea,"Metanet, Inc.",85 10th Ave,10011,New York,New York,USA,40.7433097,-74.0079322,020301010405,East River-Hudson River
Arbinet 75 Broad St,Arbinet,75 Broad St.,10004,New York,New York,USA,40.7047023,-74.0112567,020301010405,East River-Hudson River
Frontline Data Services Orangeburg,Frontline Data Services,100 Dutch Hill Rd,10962,Orangeburg,New York,USA,41.0434075,-73.955679,020301010404,Sparkill Creek-Hudson River
365 Data Centers - Long Island,365 Data Centers,500 Commack Road,j11725,Commack,New York,USA,40.8226772,-73.2916469,020302020403,Sampawams Creek
The Starrett-Lehigh Building,Windstream,601 W 26th Street,10001,New York,New York,USA,40.7514867,-74.0066396,020301010405,East River-Hudson River
EXA DC New York,EXA Infrastructure,60 Hudson Street,10013,New York,New York,USA,40.717729,-74.0083059,020301010405,East River-Hudson River
Colocation America NYDC2,Colocation America,111 8th Avenue,10011,New York,New York,USA,40.717729,-74.0083059,020301010405,East River-Hudson River
Colocation America NYDC1,Colocation America,60 Hudson Street,10013,New York,New York,USA,40.717729,-74.0083059,020301010405,East River-Hudson River
Crown Castle New York - 60 Hudson St,CROWN CASTLE,60 Hudson St,10013,New York,New York,USA,40.7176441,-74.0082842,020301010405,East River-Hudson River
Lumen New York 1,Lumen,111 8th Avenue,10011,New York,New York,USA,40.7409573,-74.0021187,020301010405,East River-Hudson River
TeliaSonera NYKEC,Telia Company,111 8th Avenue,10011,New York,New York,USA,40.742559,-74.0060547,020301010405,East River-Hudson River
AT&T New York,AT&T,811 10th Avenue,10019,New York,New York,USA,40.767148,-73.9908844,020301010405,East River-Hudson River
32 Avenue of the Americas,Rudin Management Company,32 Avenue of the Americas (6th Ave),10019,New York,New York,USA,40.7693743,-73.8032154,020301020105,Westchester Creek-East River
AT&T Secaucus,AT&T,15 Enterprise Ave N,07094,Secaucus,New York,USA,40.7861245,-74.0691422,020301030906,Lower Hackensack River
NaviSite New York,"NaviSite, Inc.",395 Hudson St,10014,New York,New York,USA,40.7291847,-74.007594,020301010405,East River-Hudson River
New York Connect Data Center,"New York Connect.Net, Ltd.",111 8th Avenue,10011,New York,New York,USA,40.7409548,-74.0022466,020301010405,East River-Hudson River
LG Networks NYC Node,Lumen,150 Varick Street,10012,New York,New York,USA,40.726374,-74.005656,020301010405,East River-Hudson River
TELEHOUSE Briad Financial Center,Telehouse America,33 Whitehall Street,10004,New York,New York,USA,40.7034062,-74.0126584,020301010405,East River-Hudson River
Tata Communications New York,Tata Communications,32 6th Ave,10013,New York,New York,USA,40.720015,-74.0047781,020301010405,East River-Hudson River
Metanet New York,"Metanet, Inc.",111 8th Avenue,10011,New York,New York,USA,40.7410427,-74.0024701,020301010405,East River-Hudson River
SS&C GlobeOp Data Center,SS&C GlobeOp,1565 Front Street,10598,Yorktown Heights,New York,USA,41.262473,-73.778327,020301010307,Bailey Brook-Croton River
colo@OldMain,Clarkson University,55 Main Street,13676,Potsdam,New York,USA,44.6679871,-74.9801447,042900050703,Village of Potsdam-Raquette River
NYGC Chateaugay,NewYork GreenCloud,7019 New York State Route 374,12920,Chateaugay,New York,USA,44.8931086,-74.07377369999999,043002010104,Bailey Brook-Chateaugay River
ColoCrossing BUF1,ColoCrossing,325 Delaware Ave,14202,Buffalo,New York,USA,42.892919,-78.875081,041201030402,Rush Creek-Frontal Lake Erie
H5 Data Centers Buffalo III,H5 Data Centers,350 Main St.,14202,Buffalo,New York,USA,42.884419,-78.875427,041201030402,Rush Creek-Frontal Lake Erie
Elm Data Center,Elm Datacenter,235 Elm St,14203,Buffalo,New York,USA,42.8873863,-78.8682528,041201030306,Buffalo River
Advance2000 Williamsville Data Center,Advance2000,1140 Wehrle Drive,14221,Williamsville,New York,USA,42.9502219,-78.740705,042701010404,Village of Williamsville-Ellicott Creek
Blockfusion Niagara Falls,Blockfusion,5380 Frontier Ave,14304,Niagara Falls,New York,USA,43.0831175,-79.0030939,042701010807,Gill Creek-Niagara River
Victory Technology Center,Victory Technology Center,within Within 5 miles of downtown Buffalo,14203,Buffalo,New York,USA,42.8907569,-78.868183,041201030306,Buffalo River
Shatter I.T. Buffalo,Shatter I.T.,350 Main St,14202,Buffalo,New York,USA,42.884419,-78.875427,041201030402,Rush Creek-Frontal Lake Erie
DigiPowerX North Tonawanda,DigiPower X Inc.,1070 Erie Ave,14120,North Tonawanda,New York,USA,43.04865590763131,-78.85203346607373,042701010505,Bear Ridge-Tonawanda Creek
DigiPowerX Buffalo,DigiPower X Inc.,1001 E Delavan Ave,14215,Buffalo,New York,USA,42.92012,-78.81941,042701010801,Scajaquada Creek
Niagara Digital Campus,Urbacon Data Centre Solutions,Rainbow Blvd & John B Daly Blvd,14303,Niagara Falls,New York,USA,43.08538598953857,-79.04977599393197,042701010807,Gill Creek-Niagara River
Centrilogic Buffalo,Centrilogic,350 Main Street,14202,Buffalo,New York,USA,42.884419,-78.875427,041201030402,Rush Creek-Frontal Lake Erie
I-Evolve Data Center,i-evolve,501 John James Audubon Pkwy,14228,Buffalo,New York,USA,43.0180368,-78.784585,042701010405,Town of Amherst-Ellicott Creek
Lake Mariner Data - Building 5,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA,43.3576347313635,-78.60372821930243,041300010603,Keg Creek-Frontal Lake Ontario
325 Delware Avenue,The Benchmark Group,325 Delaware Avenue,14202,Buffalo,New York,USA,42.892919,-78.875081,041201030402,Rush Creek-Frontal Lake Erie
Lake Mariner Data - Building 6,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA,43.35680494079885,-78.60402337086123,041300010603,Keg Creek-Frontal Lake Ontario
Stream DC Genesee County,Stream Data Centers,within STAMP,14013,Alabama,New York,USA,43.0861347,-78.39777769999999,041300010403,Iroquois National Wildlife Refuge-Oak Orchard Creek
350 Main Place,Main Place Liberty Group,350 Main Street,14202,Buffalo,New York,USA,42.884419,-78.875427,041201030402,Rush Creek-Frontal Lake Erie
Cogent Data Center - Buffalo,"Cogent Communications, Inc.",271 Bristol St,14206,Buffalo,New York,USA,42.8812477,-78.84662519999999,041201030306,Buffalo River
Lake Mariner Data,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA,43.35891814977154,-78.60417651863601,041300010603,Keg Creek-Frontal Lake Ontario
Nexeon BUF1,Nexeon,325 Delaware Ave,14202,Buffalo,New York,USA,42.892919,-78.875081,041201030402,Rush Creek-Frontal Lake Erie
Lake Mariner Data - Building 3,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA,43.36008617941789,-78.60107361179624,041300010603,Keg Creek-Frontal Lake Ontario
Lake Mariner Data - Building 1,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA,43.3589006,-78.6042112,041300010603,Keg Creek-Frontal Lake Ontario
Ridge Lea,Lumen,4252 Ridge Lea Rd.,14226,Amherst,New York,USA,42.9983312,-78.8128756,042701010406,Ellicott Creek
Lake Mariner Data - Building 4,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA,43.35825302717953,-78.60206172681522,041300010603,Keg Creek-Frontal Lake Ontario
H5 Data Centers Buffalo II,H5 Data Centers,5365 Crown Dr,14094,Lockport,New York,USA,43.1697406,-78.7478555,041300010703,Headwaters Eighteenmile Creek
H5 Data Centers Buffalo I,H5 Data Centers,"5319 Enterprise Dr, , NY , USA",14094,Lockport,New York,USA,43.16875629286727,-78.75188374943883,042701010504,Bull Creek
Lake Mariner Data - Building 2,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA,43.3583452,-78.6008518,041300010603,Keg Creek-Frontal Lake Ontario
Core42 Lake Mariner Data Center,Core42 - G42 Company,7725 Lake Rd,14012,Barker,New York,USA,43.35891814977154,-78.60417651863601,041300010603,Keg Creek-Frontal Lake Ontario
PCI Data Center,"Personal Computers, Inc.",1 Seneca St,14203,Buffalo,New York,USA,42.8797619,-78.8764393,041201030306,Buffalo River
Lumen Buffalo 2,Lumen,325 Delaware Avenue,14204,Buffalo,New York,USA,42.892919,-78.875081,041201030402,Rush Creek-Frontal Lake Erie
Lumen Buffalo 1,Lumen,240 Scott Street,14204,Buffalo,New York,USA,42.8756021,-78.8675109,041201030306,Buffalo River
Westelcom Watertown Data Center,Westelcom,130 Park Pl,13601,Watertown,New York,USA,43.9746737,-75.9135469,041403011404,Kelsey Creek-Black River
CyrusOne NYM7 - Wappingers Falls,CyrusOne Data Centers,55 Myers Corners Road,12590,Wappingers Falls,New York,USA,41.59965490170378,-73.88155460357666,020200080206,Wappinger Lake-Wappinger Creek
DotBlock.Com,DotBlock DataCenter,21 Corporate Dr,12065,Clifton Park,New York,USA,42.8494944,-73.7568807,020200041110,Shakers Creek-Mohawk River
FirstLight Albany NY,FirstLight Fiber,41 State St,12207,Albany,New York,USA,42.6493926,-73.7511413,020200060302,Rensselaer Lake-Hudson River
INOC ALB3,INOC Data Centers,4 Tower Place,12203,Albany,New York,USA,42.6860238,-73.8425874,020200060206,Vly Creek-Normans Kill
INOC ALB1,INOC Data Centers,80 State Street,12207,Albany,New York,USA,42.649258,-73.752758,020200060302,Rensselaer Lake-Hudson River
ColoHouse Albany,ColoHouse,175 Old Loudon Road,12110,Latham,New York,USA,42.7454556,-73.75914329999999,020200041110,Shakers Creek-Mohawk River
Cogent Data Center - Albany,"Cogent Communications, Inc.",89 Hannay Ln,12077,Glenmont,New York,USA,42.625146,-73.7868866,020200060206,Vly Creek-Normans Kill
Windstream Albany,Windstream,11 North Pearl Street,12207,Albany,New York,USA,42.6500337,-73.7520377,020200060302,Rensselaer Lake-Hudson River
Lumen Albany 3,Lumen,11 North Pearl Street,12207,Albany,New York,USA,42.6500337,-73.7520377,020200060302,Rensselaer Lake-Hudson River
194 Washington Avenue,Unknown Company,194 Washington Avenue,12210,Albany,New York,USA,42.6563351,-73.7632758,020200060302,Rensselaer Lake-Hudson River
80 State Street,Unknown Company,80 State Street,12207,Albany,New York,USA,42.6493573,-73.7527535,020200060302,Rensselaer Lake-Hudson River
Lumen Albany 1,Lumen,316 North Pearl Street,12207,Albany,New York,USA,42.661279,-73.747738,020200060302,Rensselaer Lake-Hudson River
Lumen Albany 4,Lumen,10 Airline Dr,12205,Colonie,New York,USA,42.737096,-73.818787,020200041110,Shakers Creek-Mohawk River
Crown Castle Albany,CROWN CASTLE,80 State St,12207,Albany,New York,USA,42.6493577,-73.7527252,020200060302,Rensselaer Lake-Hudson River
Lumen Albany 2,Lumen,194 Washington Avenue,12210,Albany,New York,USA,42.6563544,-73.7631039,020200060302,Rensselaer Lake-Hudson River
TierPoint Hawthorne - New York,TierPoint,11 Skyline Dr.,10528,Hawthorne,New York,USA,41.089086,-73.814921,020301010403,Saw Mill River
Equinix NY13,Equinix,401 Fieldcrest Drive,10523,Elmsford,New York,USA,41.070785,-73.820039,020301010403,Saw Mill River
Crown Castle New York (NY2),CROWN CASTLE,360 Hamilton Ave,10601,White Plains,New York,USA,41.0347687,-73.7669662,020301020102,Upper Bronx River
TierPoint Harthorne 2 - New York,TierPoint,17 Skyline Drive,10532,Hawthorne,New York,USA,41.0864613,-73.8174707,020301010403,Saw Mill River
Cohere Westchester,Cohere Communications,777 Old Saw Mill River Rd,10591,Tarrytown,New York,USA,41.0792797,-73.8229239,020301010403,Saw Mill River
Continuity Centers Hawthorne,"American Business Continuity Centers, LLC.",11 Skyline Dr,10532,Hawthorne,New York,USA,41.0885224,-73.8153685,020301010403,Saw Mill River
365 Data Centers - Commack,365 Data Centers,500 Commack Dr,11725,Commack,New York,USA,40.8217404,-73.2918119,020302020403,Sampawams Creek
Stafford Associates Data Center,Stafford Associates,21 Bennetts Road,11733,Setauket,New York,USA,40.930513,-73.1137812,020302010304,Mount Sinai Harbor-Frontal Long Island Sound
Long Island Interconnect,Long Island Interconnect,1025 Old Country Road,11590,Westbury,New York,USA,40.7554772,-73.5579158,020302020203,Freeport Creek
PointVoIP NY3,"PointVoIP, LLC",3385 Veterans Memorial Hwy,11779,Ronkonkoma,New York,USA,40.787969,-73.1266802,020302020401,Connetquot River
Gotham Bus Datacenter,The Gotham Bus Company Inc.,449 Route 25A,11766,Mt. Sinai,New York,USA,40.9355592,-73.0207145,020302010304,Mount Sinai Harbor-Frontal Long Island Sound
Vastnet - Melville,Vastnet,680 Walt Whitman Road,11747,Melvile,New York,USA,40.8057779,-73.410093,020302020201,Massapequa Creek
TWS Hosting Data Center,TWS Hosting,140 Hoffman Lane,11749,Islandia,New York,USA,40.8070694,-73.1871093,020302020401,Connetquot River
Crown Castle Farmingdale,CROWN CASTLE,115 Bi County Blvd,11735,Farmingdale,New York,USA,40.7260568,-73.4274608,020302020201,Massapequa Creek
Continuity Centers Woodbury,"American Business Continuity Centers, LLC.",1000 Woodbury Rd,11797,Woodbury,New York,USA,40.80256,-73.4799494,020302020201,Massapequa Creek
Lumen Garden City 1,Lumen,71 Clinton Road,11530,Garden City,New York,USA,40.726661,-73.620543,020302020204,Mill River
GET Long Island,"Global Enterprise Technologies, Inc.",Tec Street,11805,Hicksville,New York,USA,40.757825,-73.544039,020302020203,Freeport Creek
Northland Utica Datacenter,Northland Communications,258 Genesee St,13502,Utica,New York,USA,43.0997759,-75.2353924,020200040310,Crane Creek-Mohawk River
Global AI Endicott,Global AI,1701 North St,13760,Endicott,New York,USA,42.1080275,-76.0444109,020501030205,Patterson Creek-Susquehanna River
Tier.Net Binghamton Data Center,TierNet,70 Henry St,13901,Binghamton,New York,USA,42.1009559,-75.90902109999999,020501020810,Thomas Creek-Chenango River
FLTG Park,FirstLight Fiber,4902 McGrane Road,14541,Romulus,New York,USA,42.7885331,-76.8783395,041402010903,Wilson Creek-Seneca Lake
Core Scientific Marble,Core Scientific,155 Palmer Ln,28905,Marble,North Carolina,USA,35.18557054286533,-83.91614842883564,060200020402,Upper Valley River
"DartPoints Asheville, NC - AVL01",DartPoints,100 Technology Drive,28803,Asheville,North Carolina,USA,35.4888818,-82.5582222,060101050705,Bent Creek-French Broad River
Automated Results Data Center,Automated Results,1 Pari Dr,28772,Rosman,North Carolina,USA,35.1995853,-82.8719478,060101050101,North Fork French Broad River
Segra Winston-Salem,Segra,3310 Old Lexington Road,27107,Winston-Salem,North Carolina,USA,36.0559097,-80.2274853,030401011305,Lower Salem Creek
SolidSpace,SolidSpace,450 W. Hanes Mill Road,27105,Winston-Salem,North Carolina,USA,36.1812299,-80.2823575,030401011301,Mill Creek
NC Data Center Park,"Five 9s Digital, LLC",2394 Penny Road,28610,Claremont,North Carolina,USA,35.70149,-81.1571716,030501011101,McLin Creek
Flexential Raleigh Data Center,Flexential,5150 McCrimmon Parkway,27560,Morrisville,North Carolina,USA,35.849056,-78.829509,030202010801,Upper Crabtree Creek
TierPoint Raleigh - RAL,TierPoint,5301 Departure Drive,27615,Raleigh,North Carolina,USA,35.85426,-78.595798,030202010804,Lower Crabtree Creek
Segra Raleigh,Segra,2100 Garner Station Blvd.,27603,Raleigh,North Carolina,USA,35.724984,-78.6623626,030202011002,Lake Benson-Swift Creek
American Tower AEDC Raleigh,American Tower Corporation,6011 Chapel Hill Rd,27607,Raleigh,North Carolina,USA,35.7879906,-78.7263718,030202010803,Middle Crabtree Creek
LightEdge - Raleigh,LightEdge,8020 Arco Corporate Drive,27617,Raleigh,North Carolina,USA,35.9073401,-78.7781416,030202010801,Upper Crabtree Creek
NetActuate Cary Data Center,NetActuate,500 Gregson Dr,27511,Cary,North Carolina,USA,35.7336631,-78.8149545,030202011001,Lake Wheeler-Swift Creek
Cisco RTP Data Center,Cisco Systems,7025-1 Kit Creek Rd,27709,Morrisville,North Carolina,USA,35.85535253382376,-78.86811183999367,030300020605,Northeast Creek
Lumen Raleigh 4,Lumen,5301 Departure Dr,27616,Raleigh,North Carolina,USA,35.854359,-78.5970222,030202010804,Lower Crabtree Creek
Cogent Data Center - Raleigh,"Cogent Communications, Inc.",608 W Hargett St,27603,Raleigh,North Carolina,USA,35.7789036,-78.6476706,030202011101,Walnut Creek
AceHost Raleigh-Durham Data Center,Acehost,4518 S Miami Blvd,27703,Durham,North Carolina,USA,35.8957405,-78.84917279999999,030202010801,Upper Crabtree Creek
Celito Data Center,"Celito Communications, Inc.",1400 - 105 Sunday Drive,27606,Raleigh,North Carolina,USA,35.7984144,-78.7311001,030202010803,Middle Crabtree Creek
New Hill Digital Campus,Natelli Investments LLC,Shearon Harris Rd,27562,New Hill,North Carolina,USA,35.66393,-78.956647,030300040102,White Oak Creek
Lumen Raleigh 3,Lumen,3440 Tarheel Drive,27609,Raleigh,North Carolina,USA,35.8262613,-78.6095337,030202010804,Lower Crabtree Creek
Lumen Raleigh 2,Lumen,1918 Wake Forest Road,27606,Raleigh,North Carolina,USA,35.805984,-78.624759,030202010804,Lower Crabtree Creek
New Hill Digital Campus - Building 2,Natelli Investments LLC,Shearon Harris Rd,27562,New Hill,North Carolina,USA,35.664443,-78.958386,030300040102,White Oak Creek
New Hill Digital Campus - Building 4,Natelli Investments LLC,Shearon Harris Rd,27562,New Hill,North Carolina,USA,35.661255,-78.956699,030300040102,White Oak Creek
New Hill Digital Campus - Building 3,Natelli Investments LLC,Shearon Harris Rd,27562,New Hill,North Carolina,USA,35.663637,-78.954963,030300040102,White Oak Creek
New Hill Digital Campus - Building 1,Natelli Investments LLC,Shearon Harris Rd,27562,New Hill,North Carolina,USA,35.66621,-78.956119,030300040102,White Oak Creek
CyrusOne DUR1 - Durham,CyrusOne Data Centers,2223 NE Creek Pkwy,27713,Durham,North Carolina,USA,35.9362156,-78.88035649999999,030300020605,Northeast Creek
TierPoint Raleigh - RTP,TierPoint,99 T W. Alexander Drive,27709,Durham,North Carolina,USA,35.8965896,-78.878813,030300020605,Northeast Creek
MCNC Research Triangle Park,MCNC,3021 E Cornwallis Rd,27709,Research Triangle Park,North Carolina,USA,35.91970404766731,-78.87021058535522,030300020605,Northeast Creek
MCNC Rosman,MCNC,1 Pari Dr,28772,Rosman,North Carolina,USA,35.19958830164818,-82.87194431365427,060101050101,North Fork French Broad River
AIT.com Data Center,"Advanced Internet Technologies, Inc.",421 Maiden Lane,28301,Fayetteville,North Carolina,USA,35.0546519,-78.882739,030300040704,Cross Creek
Fayetteville NetZero Campus,Energy Storage Solutions LLC,942-1196 Dunn Rd,28312,Fayetteville,North Carolina,USA,35.06099469254453,-78.83405798914062,030300040705,Headwaters Locks Creek
PARI Data Center,Pisgah Astronomical Research Institute,"Cline Building, 1 Pari Dr",28772,Rosman,North Carolina,USA,35.19960264022757,-82.8720207615507,060101050101,North Fork French Broad River
801 Main Street - Lenoir,"Dacentec, Inc",801 Main Street NW,28645,Lenoir,North Carolina,USA,35.923481,-81.542542,030501010701,Upper Lower Creek
DigiPowerX Hildebran,DigiPower X Inc.,199 Cline Pk Ct,28637,Hildebran,North Carolina,USA,35.72076583394954,-81.41291745867305,030501010804,Drowning Creek-Catawba River
Microsoft Lyle Creek - Building 1,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA,35.734617,-81.207907,030501011102,Lyle Creek
Google Lenoir Data Center,Google,708 Lynhaven Dr,28645,Lenoir,North Carolina,USA,35.8983435,-81.5474909,030501010701,Upper Lower Creek
Microsoft Lyle Creek - Building 3,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA,35.731768,-81.203299,030501011102,Lyle Creek
Microsoft Lyle Creek Campus,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA,35.733539,-81.202804,030501011102,Lyle Creek
Microsoft Lyle Creek - Building 2,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA,35.732731,-81.204206,030501011102,Lyle Creek
Microsoft Lyle Creek - Building 4,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA,35.734204,-81.200722,030501011102,Lyle Creek
Microsoft Lyle Creek - Building 5,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA,35.733311,-81.199717,030501011102,Lyle Creek
113 North Myers Street (CLT10),Digital Realty,113 North Myers Street,28202,Charlotte,North Carolina,USA,35.2218852,-80.8355384,030501030102,Little Sugar Creek
Flexential Charlotte - North Data Center,Flexential,10105 David Taylor Drive,28262,Charlotte,North Carolina,USA,35.3297484,-80.7655889,030401050103,Mallard Creek
Flexential Charlotte - South Data Center,Flexential,8910 Lenox Pointe Drive,28273,Charlotte,North Carolina,USA,35.134991,-80.936312,030501030103,Upper Sugar Creek
125 North Myers Street (CTL11),Digital Realty,125 North Myers Street,28202,Charlotte,North Carolina,USA,35.2218852,-80.8355384,030501030102,Little Sugar Creek
725 East Trade Street,Digital Realty,725 E Trade St,28202,Charlotte,North Carolina,USA,35.2215548,-80.840116,030501030102,Little Sugar Creek
12899 Moores Chapel Rd,Digital Realty,12899 Moores Chapel Rd,28214,Charlotte,North Carolina,USA,35.2511619,-81.0012048,030501011405,Fites Creek-Catawba River
731 East Trade Street (CTL12),Digital Realty,731 East Trade Street,28202,Charlotte,North Carolina,USA,35.2218852,-80.8355384,030501030102,Little Sugar Creek
TierPoint Charlotte 2 - North Myers,TierPoint,125 N. Myers St.,28202,Charlotte,North Carolina,USA,35.221431,-80.835792,030501030102,Little Sugar Creek
Segra Kannapolis,Segra,465 Charles Babbage Lane,28081,Kannapolis,North Carolina,USA,35.5051704,-80.6227366,030401050203,Irish Buffalo Creek
Segra Charlotte 2,Segra,3101 International Airport Drive,28208,Charlotte,North Carolina,USA,35.1938069,-80.9384415,030501030103,Upper Sugar Creek
