state,year,consumption_million_mwh,consumption_mwh,prev_consumption,yoy_change_mwh,yoy_change_pct
Alaska,2019,6.001113956537033,6001113.9565370325,5753430.576005659,247683.38053137343,4.304968614105162
Alaska,2020,5.877179138468519,5877179.138468519,6001113.9565370325,-123934.81806851365,-2.065196877881498
Alaska,2021,6.065441318126463,6065441.318126462,5877179.138468519,188262.17965794355,3.203274482918026
Alaska,2022,6.237362597656086,6237362.597656085,6065441.318126462,171921.27952962276,2.834439746632106
Alaska,2023,6.25233542762573,6252335.42762573,6237362.597656085,14972.829969644547,0.24005065819439664
Alaska,2024,6.232327334129481,6232327.334129482,6252335.42762573,-20008.093496248126,-0.32000991833936243
Arizona,1990,53.28460541124952,53284605.411249526,,,
Arizona,1991,54.87062735637584,54870627.35637584,53284605.411249526,1586021.9451263174,2.97651063170203
Arizona,1992,54.247709665827905,54247709.66582791,54870627.35637584,-622917.6905479357,-1.1352479834104794
Arizona,1993,56.217345976176816,56217345.97617681,54247709.66582791,1969636.3103489056,3.6308192963022594
Arizona,1994,53.4029686129334,53402968.6129334,56217345.97617681,-2814377.363243416,-5.006243739140697
Arizona,1995,56.947920859918064,56947920.859918065,53402968.6129334,3544952.246984668,6.638118327613221
Arizona,1996,57.00377229236444,57003772.29236444,56947920.859918065,55851.43244637549,0.0980745769169699
Arizona,1997,57.35419362154297,57354193.62154297,57003772.29236444,350421.329178527,0.6147335782994582
Arizona,1998,58.38419378732919,58384193.78732919,57354193.62154297,1030000.1657862216,1.795858507893554
Arizona,1999,57.244485336676526,57244485.33667652,58384193.78732919,-1139708.4506526664,-1.952083906141068
Arizona,2000,59.51487946319347,59514879.463193476,57244485.33667652,2270394.126516953,3.966135974782382
Arizona,2001,60.751868488179994,60751868.48818,59514879.463193476,1236989.0249865204,2.0784533819841253
Arizona,2002,62.50898339113747,62508983.39113747,60751868.48818,1757114.9029574767,2.8922812527146293
Arizona,2003,61.406037392236954,61406037.392236955,62508983.39113747,-1102945.9989005178,-1.7644599848937772
Arizona,2004,61.8702603650307,61870260.365030706,61406037.392236955,464222.97279375046,0.7559891380524714
Arizona,2005,62.90432416978976,62904324.16978976,61870260.365030706,1034063.8047590554,1.6713422549996442
Arizona,2006,65.02266593787687,65022665.937876865,62904324.16978976,2118341.768087104,3.3675614451708116
Arizona,2007,65.2317307944187,65231730.79441869,65022665.937876865,209064.85654182732,0.3215261225086794
Arizona,2008,63.213512950143915,63213512.95014392,65231730.79441869,-2018217.8442747742,-3.0939204275221464
Arizona,2009,64.98096176039853,64980961.76039853,63213512.95014392,1767448.810254611,2.7959983993431696
Arizona,2010,67.37457276496217,67374572.76496217,64980961.76039853,2393611.004563637,3.6835573677556432
Arizona,2011,69.07316363996621,69073163.6399662,67374572.76496217,1698590.8750040382,2.521115615722884
Arizona,2012,68.17535174087878,68175351.74087878,69073163.6399662,-897811.899087429,-1.299798433682787
Arizona,2013,69.38503750730685,69385037.50730684,68175351.74087878,1209685.7664280683,1.7743740744101302
Arizona,2014,70.14944397564594,70149443.97564594,69385037.50730684,764406.4683391005,1.1016877641070697
Arizona,2015,69.84357980493769,69843579.80493769,70149443.97564594,-305864.170708254,-0.43601795448933567
Arizona,2016,72.58918745742949,72589187.45742948,69843579.80493769,2745607.652491793,3.9310809385198326
Arizona,2017,73.42179030714499,73421790.30714498,72589187.45742948,832602.8497155011,1.1470067084078985
Arizona,2018,74.01870635399169,74018706.35399169,73421790.30714498,596916.0468467027,0.8129957664470274
Arizona,2019,74.63762295390559,74637622.9539056,74018706.35399169,618916.59991391,0.836162411369316
Arizona,2020,71.22309452763713,71223094.52763712,74637622.9539056,-3414528.4262684733,-4.574808643594134
Arizona,2021,76.22558698323198,76225586.98323198,71223094.52763712,5002492.455594853,7.023694335063896
Arizona,2022,77.23104068901971,77231040.68901971,76225586.98323198,1005453.7057877332,1.3190501320887327
Arizona,2023,77.61625287209,77616252.87209,77231040.68901971,385212.1830702871,0.49877896197384075
Arizona,2024,79.31207280496467,79312072.80496468,77616252.87209,1695819.9328746796,2.1848773550938567
Arkansas,1990,33.62302108980169,33623021.08980169,,,
Arkansas,1991,34.778418091785454,34778418.09178545,33623021.08980169,1155397.0019837618,3.436327148883742
Arkansas,1992,34.31700142469349,34317001.42469349,34778418.09178545,-461416.6670919657,-1.3267327624684309
Arkansas,1993,34.771915628277455,34771915.62827746,34317001.42469349,454914.20358397067,1.3256234073430087
Arkansas,1994,35.01461284810953,35014612.84810953,34771915.62827746,242697.21983207017,0.6979690806413388
Arkansas,1995,34.45339314400321,34453393.144003205,35014612.84810953,-561219.7041063234,-1.602815677388317
Arkansas,1996,35.8858171326507,35885817.1326507,34453393.144003205,1432423.9886474982,4.157570148926882
Arkansas,1997,36.3637192934568,36363719.2934568,35885817.1326507,477902.1608060971,1.3317299116794472
Arkansas,1998,38.125352202474815,38125352.20247482,36363719.2934568,1761632.9090180174,4.844479451624744
Arkansas,1999,37.10070848351005,37100708.48351005,38125352.20247482,-1024643.7189647704,-2.6875652545401483
Arkansas,2000,37.82488552964643,37824885.52964643,37100708.48351005,724177.0461363792,1.9519224180267347
Arkansas,2001,38.086579687648076,38086579.68764807,37824885.52964643,261694.1580016464,0.6918571050176358
Arkansas,2002,37.88766965586367,37887669.655863665,38086579.68764807,-198910.0317844078,-0.5222575337971781
Arkansas,2003,39.69546720228114,39695467.20228114,37887669.655863665,1807797.5464174747,4.771466714204978
Arkansas,2004,39.94024122094719,39940241.22094719,39695467.20228114,244774.01866605133,0.6166296454422009
Arkansas,2005,40.4429651173216,40442965.117321596,39940241.22094719,502723.89637440443,1.258690185653521
Arkansas,2006,39.89659352270358,39896593.52270358,40442965.117321596,-546371.594618015,-1.3509681919538727
Arkansas,2007,41.79504572366733,41795045.72366733,39896593.52270358,1898452.2009637505,4.7584318192063595
Arkansas,2008,39.33723725985238,39337237.25985238,41795045.72366733,-2457808.4638149515,-5.88062154558947
Arkansas,2009,41.022327417966224,41022327.417966224,39337237.25985238,1685090.1581138447,4.2837023530212415
Arkansas,2010,43.81904408307253,43819044.08307253,41022327.417966224,2796716.665106304,6.817547518967556
Arkansas,2011,42.29627287179395,42296272.871793956,43819044.08307253,-1522771.2112785727,-3.475135624573849
Arkansas,2012,43.08032184102028,43080321.84102028,42296272.871793956,784048.9692263231,1.8537069958927292
Arkansas,2013,44.036520361130705,44036520.36113071,43080321.84102028,956198.5201104283,2.219571440619912
Arkansas,2014,44.162385400336014,44162385.40033601,44036520.36113071,125865.03920530528,0.28581967460898966
Arkansas,2015,43.984972950224346,43984972.95022435,44162385.40033601,-177412.45011166483,-0.4017275074781512
Arkansas,2016,45.61968318458446,45619683.18458446,43984972.95022435,1634710.2343601137,3.716519812823429
Arkansas,2017,45.38479110287926,45384791.10287926,45619683.18458446,-234892.0817051977,-0.5148919617762078
Arkansas,2018,47.00468466618505,47004684.66618505,45384791.10287926,1619893.5633057877,3.5692431846469814
Arkansas,2019,46.58179132811696,46581791.32811695,47004684.66618505,-422893.33806809783,-0.8996833849038143
Arkansas,2020,46.954850849661675,46954850.84966168,46581791.32811695,373059.5215447247,0.8008698482995963
Arkansas,2021,47.80526827806765,47805268.27806765,46954850.84966168,850417.4284059703,1.811138600203003
Arkansas,2022,48.71758980610223,48717589.80610223,47805268.27806765,912321.5280345827,1.9084121079038947
Arkansas,2023,50.14607553967409,50146075.53967409,48717589.80610223,1428485.7335718572,2.932176528554229
Arkansas,2024,49.210370819564076,49210370.819564074,50146075.53967409,-935704.7201100141,-1.865958023713565
California,1990,213.15976308706337,213159763.08706337,,,
California,1991,218.33300026845117,218333000.26845118,213159763.08706337,5173237.181387812,2.4269295041742214
California,1992,210.64294276619268,210642942.76619267,218333000.26845118,-7690057.502258509,-3.5221691145192
California,1993,218.17686541594935,218176865.41594934,210642942.76619267,7533922.64975667,3.5766318827586345
California,1994,220.1698285156891,220169828.5156891,218176865.41594934,1992963.0997397602,0.913462156466599
California,1995,223.66196188055144,223661961.88055146,220169828.5156891,3492133.3648623526,1.5861089543490772
California,1996,218.70336676166394,218703366.76166394,223661961.88055146,-4958595.118887514,-2.217004213499519
California,1997,220.1716364276765,220171636.4276765,218703366.76166394,1468269.6660125554,0.6713521093676759
California,1998,228.1902809384561,228190280.93845612,220171636.4276765,8018644.510779619,3.6419970532460653
California,1999,229.245677986987,229245677.986987,228190280.93845612,1055397.0485308766,0.4625074495681618
California,2000,230.91920840413886,230919208.40413886,229245677.986987,1673530.4171518683,0.730016125864264
California,2001,233.10033593779326,233100335.93779325,230919208.40413886,2181127.5336543918,0.9445414042114387
California,2002,231.3660617133963,231366061.7133963,233100335.93779325,-1734274.224396944,-0.7440033140320159
California,2003,236.44126137438568,236441261.37438568,231366061.7133963,5075199.660989374,2.1935800019262355
California,2004,238.5494632533792,238549463.2533792,236441261.37438568,2108201.878993511,0.8916387379846293
California,2005,236.8401179842478,236840117.9842478,238549463.2533792,-1709345.2691313922,-0.7165580026125581
California,2006,248.0744041244723,248074404.1244723,236840117.9842478,11234286.140224487,4.743405059852097
California,2007,244.98012699810448,244980126.99810448,248074404.1244723,-3094277.1263678074,-1.2473181734683285
California,2008,233.5911954857801,233591195.4857801,244980126.99810448,-11388931.512324393,-4.648920568325329
California,2009,242.10511607390896,242105116.07390895,233591195.4857801,8513920.588128865,3.6447951603754483
California,2010,245.4936529864628,245493652.9864628,242105116.07390895,3388536.912553847,1.3996139228711741
California,2011,254.09406566682122,254094065.6668212,245493652.9864628,8600412.68035841,3.5033136603465103
California,2012,257.537472488262,257537472.488262,254094065.6668212,3443406.821440786,1.3551701069461124
California,2013,252.0221858886724,252022185.88867238,257537472.488262,-5515286.599589616,-2.1415472266238815
California,2014,260.9213843022603,260921384.3022603,252022185.88867238,8899198.413587928,3.531117065034519
California,2015,260.8675271164458,260867527.11644578,260921384.3022603,-53857.18581452966,-0.020641154406930342
California,2016,264.5588604311172,264558860.43111718,260867527.11644578,3691333.314671397,1.415022159129704
California,2017,270.92203657977973,270922036.57977974,264558860.43111718,6363176.148662567,2.405202433323657
California,2018,264.5570695296127,264557069.5296127,270922036.57977974,-6364967.050167054,-2.3493722144277216
California,2019,264.6325691893306,264632569.18933058,264557069.5296127,75499.65971788764,0.028538137291937583
California,2020,255.5521296991733,255552129.6991733,264632569.18933058,-9080439.490157276,-3.4313385982587437
California,2021,268.6304031029589,268630403.1029589,255552129.6991733,13078273.403785616,5.11765384979608
California,2022,273.8170241221536,273817024.12215364,268630403.1029589,5186621.019194722,1.9307647084186623
California,2023,277.7411829788538,277741182.97885376,273817024.12215364,3924158.8567001224,1.4331318037221454
California,2024,279.69378937431986,279693789.37431985,277741182.97885376,1952606.3954660892,0.7030309205584229
Colorado,1990,38.79007719339844,38790077.19339844,,,
Colorado,1991,38.78201655073434,38782016.55073434,38790077.19339844,-8060.6426640972495,-0.0207801665975263
Colorado,1992,40.095292545901025,40095292.54590102,38782016.55073434,1313275.9951666817,3.3863014664249445
Colorado,1993,39.55297953625431,39552979.53625431,40095292.54590102,-542313.0096467137,-1.3525603012520104
Colorado,1994,41.8268901489422,41826890.148942195,39552979.53625431,2273910.6126878858,5.749024825307071
Colorado,1995,41.05108090365759,41051080.90365759,41826890.148942195,-775809.245284602,-1.8548097707527567
Colorado,1996,40.628254920109086,40628254.920109086,41051080.90365759,-422825.9835485071,-1.0299996351882512
Colorado,1997,40.98225884196996,40982258.84196996,40628254.920109086,354003.9218608737,0.8713244577129458
Colorado,1998,42.45618738332693,42456187.383326925,40982258.84196996,1473928.541356966,3.5965039092660134
Colorado,1999,42.51396599775473,42513965.99775473,42456187.383326925,57778.61442780495,0.1360899741329466
Colorado,2000,43.63117152608577,43631171.52608577,42513965.99775473,1117205.5283310413,2.6278553461468257
Colorado,2001,43.99697298139982,43996972.98139982,43631171.52608577,365801.45531404763,0.8383947588832125
Colorado,2002,44.162803612194594,44162803.61219459,43996972.98139982,165830.63079477102,0.3769137273713754
Colorado,2003,44.17333049866346,44173330.49866346,44162803.61219459,10526.886468872428,0.023836544802073343
Colorado,2004,44.24968321205929,44249683.21205929,44173330.49866346,76352.71339582652,0.1728479888971394
Colorado,2005,45.51497425323307,45514974.25323307,44249683.21205929,1265291.0411737785,2.8594352531521645
Colorado,2006,46.967429588387745,46967429.58838774,45514974.25323307,1452455.335154675,3.1911593030320184
Colorado,2007,47.07890544621997,47078905.44621997,46967429.58838774,111475.85783223063,0.2373471548457742
Colorado,2008,45.205793968520844,45205793.96852084,47078905.44621997,-1873111.4776991308,-3.978664032108515
Colorado,2009,46.740501219145145,46740501.21914514,45205793.96852084,1534707.250624299,3.3949348432924236
Colorado,2010,48.91908503052359,48919085.03052359,46740501.21914514,2178583.811378449,4.661019361268831
Colorado,2011,48.56905135123179,48569051.35123179,48919085.03052359,-350033.67929179966,-0.7155360307196923
Colorado,2012,49.92714531662373,49927145.31662373,48569051.35123179,1358093.9653919414,2.796212665490939
Colorado,2013,50.45404629852812,50454046.29852812,49927145.31662373,526900.9819043875,1.0553396925919387
Colorado,2014,50.140323503898756,50140323.503898755,50454046.29852812,-313722.7946293652,-0.6217990778640827
Colorado,2015,51.90420458170763,51904204.581707634,50140323.503898755,1763881.0778088793,3.5178893045469195
Colorado,2016,52.68614388667002,52686143.886670016,51904204.581707634,781939.3049623817,1.5065047451627014
Colorado,2017,53.732589568804606,53732589.56880461,52686143.886670016,1046445.682134591,1.9861876480949854
Colorado,2018,54.353904613777644,54353904.613777645,53732589.56880461,621315.0449730381,1.1563095133865526
Colorado,2019,53.031181600335245,53031181.60033525,54353904.613777645,-1322723.0134423971,-2.4335381659169943
Colorado,2020,51.86794350450217,51867943.50450217,53031181.60033525,-1163238.095833078,-2.1934983546090256
Colorado,2021,55.886039297521265,55886039.29752126,51867943.50450217,4018095.7930190936,7.746780615410982
Colorado,2022,56.555620036704866,56555620.03670487,55886039.29752126,669580.7391836047,1.1981180767149175
Colorado,2023,57.2353624107523,57235362.410752304,56555620.03670487,679742.3740474358,1.201900666293252
Colorado,2024,60.79984396926835,60799843.96926835,57235362.410752304,3564481.558516048,6.2277609652147845
Connecticut,1990,20.238098591638295,20238098.591638293,,,
Connecticut,1991,20.652959143682786,20652959.143682785,20238098.591638293,414860.5520444922,2.0498988586600655
Connecticut,1992,20.844825562508234,20844825.562508233,20652959.143682785,191866.41882544756,0.9290020741852608
Connecticut,1993,21.000561005511617,21000561.005511615,20844825.562508233,155735.44300338253,0.7471179959571851
Connecticut,1994,20.947389330702602,20947389.330702603,21000561.005511615,-53171.67480901256,-0.253191687569954
Connecticut,1995,21.541968879070282,21541968.879070282,20947389.330702603,594579.5483676791,2.838442246815948
Connecticut,1996,21.30520328011213,21305203.280112132,21541968.879070282,-236765.59895814955,-1.0990898756157148
Connecticut,1997,21.736250341781005,21736250.341781005,21305203.280112132,431047.06166887283,2.0232008866643594
Connecticut,1998,21.91478402439671,21914784.02439671,21736250.341781005,178533.68261570483,0.8213637578167325
Connecticut,1999,22.367846267980564,22367846.267980564,21914784.02439671,453062.2435838543,2.0673817413828086
Connecticut,2000,23.39345884513317,23393458.84513317,22367846.267980564,1025612.5771526061,4.585209344096594
Connecticut,2001,22.238956876555612,22238956.87655561,23393458.84513317,-1154501.96857756,-4.935148650827859
Connecticut,2002,23.392702824895746,23392702.824895747,22238956.87655561,1153745.9483401366,5.187949932833495
Connecticut,2003,22.865364034963427,22865364.03496343,23392702.824895747,-527338.789932318,-2.25428756086747
Connecticut,2004,23.54552629303884,23545526.29303884,22865364.03496343,680162.2580754124,2.9746399708982385
Connecticut,2005,24.389942382153933,24389942.382153932,23545526.29303884,844416.0891150907,3.58631223021224
Connecticut,2006,24.309345536633828,24309345.536633827,24389942.382153932,-80596.84552010521,-0.3304511517791766
Connecticut,2007,24.18003836141737,24180038.36141737,24309345.536633827,-129307.17521645501,-0.5319237205361659
Connecticut,2008,23.867257307033647,23867257.307033647,24180038.36141737,-312781.0543837249,-1.2935506954480716
Connecticut,2009,24.66452543191444,24664525.43191444,23867257.307033647,797268.1248807944,3.3404262359288373
Connecticut,2010,25.19373773901785,25193737.739017848,24664525.43191444,529212.3071034066,2.1456415553758728
Connecticut,2011,25.862178298909704,25862178.298909705,25193737.739017848,668440.5598918572,2.653201231259287
Connecticut,2012,26.105653495863013,26105653.495863013,25862178.298909705,243475.19695330784,0.9414334482551001
Connecticut,2013,26.14283200858311,26142832.00858311,26105653.495863013,37178.512720096856,0.14241556039188433
Connecticut,2014,27.57690311863073,27576903.118630733,26142832.00858311,1434071.1100476235,5.485523181179434
Connecticut,2015,27.29539836245603,27295398.36245603,27576903.118630733,-281504.7561747022,-1.020799017800225
Connecticut,2016,26.531554310360725,26531554.310360726,27295398.36245603,-763844.0520953052,-2.798435259863981
Connecticut,2017,27.768556546346044,27768556.546346046,26531554.310360726,1237002.23598532,4.662381334750009
Connecticut,2018,27.745220327334057,27745220.327334058,27768556.546346046,-23336.21901198849,-0.08403828615664652
Connecticut,2019,28.722304891926655,28722304.891926654,27745220.327334058,977084.5645925961,3.5216320254987896
Connecticut,2020,27.22446702922053,27224467.02922053,28722304.891926654,-1497837.8627061248,-5.214894376833739
Connecticut,2021,28.994413233491883,28994413.233491883,27224467.02922053,1769946.2042713538,6.501307086642457
Connecticut,2022,29.615578657338904,29615578.657338906,28994413.233491883,621165.4238470234,2.142362457363013
Connecticut,2023,30.131934732416223,30131934.732416224,29615578.657338906,516356.07507731766,1.7435285700533214
Connecticut,2024,29.560615206345034,29560615.206345033,30131934.732416224,-571319.5260711908,-1.8960598817989602
Delaware,1990,7.930579269960712,7930579.269960713,,,
Delaware,1991,8.008753431963397,8008753.431963397,7930579.269960713,78174.16200268455,0.9857307939508411
Delaware,1992,8.083016218446096,8083016.2184460955,8008753.431963397,74262.78648269828,0.9272702314234225
Delaware,1993,8.479734857069444,8479734.857069444,8083016.2184460955,396718.63862334844,4.908051993239906
Delaware,1994,8.410886358287103,8410886.358287103,8479734.857069444,-68848.49878234044,-0.8119180604443351
Delaware,1995,8.300408090473582,8300408.090473581,8410886.358287103,-110478.26781352237,-1.3135151648395536
Delaware,1996,8.67982760194527,8679827.60194527,8300408.090473581,379419.51147168875,4.571094665901432
Delaware,1997,8.940508090716794,8940508.090716794,8679827.60194527,260680.48877152428,3.0032910874071064
Delaware,1998,8.904467133918185,8904467.133918185,8940508.090716794,-36040.956798609346,-0.4031197828234369
Delaware,1999,8.671650125651173,8671650.125651173,8904467.133918185,-232817.0082670115,-2.614609103111668
Delaware,2000,8.915148596036703,8915148.596036702,8671650.125651173,243498.4703855291,2.8079831042219805
Delaware,2001,9.260850231075262,9260850.23107526,8915148.596036702,345701.6350385584,3.87768786256959
Delaware,2002,9.099571244136778,9099571.244136777,9260850.23107526,-161278.986938484,-1.7415138233993253
Delaware,2003,9.369529487509599,9369529.487509599,9099571.244136777,269958.2433728222,2.966713882775161
Delaware,2004,9.528704261488631,9528704.261488631,9369529.487509599,159174.7739790324,1.6988555742444302
Delaware,2005,9.399751661307402,9399751.661307402,9528704.261488631,-128952.60018122941,-1.3533067733291544
Delaware,2006,9.638062318280232,9638062.318280231,9399751.661307402,238310.65697282925,2.53528673479532
Delaware,2007,9.28779579057418,9287795.79057418,9638062.318280231,-350266.52770605125,-3.6342006944872205
Delaware,2008,9.435943797419936,9435943.797419935,9287795.79057418,148148.0068457555,1.595082516737772
Delaware,2009,9.66145397104572,9661453.97104572,9435943.797419935,225510.173625784,2.389905858568648
Delaware,2010,9.928739425758263,9928739.425758263,9661453.97104572,267285.45471254364,2.7665137722910838
Delaware,2011,10.490262086609507,10490262.086609507,9928739.425758263,561522.6608512439,5.655528227425105
Delaware,2012,10.140113855873294,10140113.855873294,10490262.086609507,-350148.2307362128,-3.3378406358709203
Delaware,2013,10.417538825949535,10417538.825949535,10140113.855873294,277424.9700762406,2.7359157305275446
Delaware,2014,10.63341199139205,10633411.99139205,10417538.825949535,215873.16544251516,2.072208887811261
Delaware,2015,10.972138786507486,10972138.786507485,10633411.99139205,338726.7951154355,3.1854948852695757
Delaware,2016,10.634738006373837,10634738.006373838,10972138.786507485,-337400.78013364784,-3.075068468406104
Delaware,2017,11.191165135083773,11191165.135083774,10634738.006373838,556427.1287099365,5.232165835927945
Delaware,2018,11.13295576933942,11132955.76933942,11191165.135083774,-58209.3657443542,-0.5201367779112703
Delaware,2019,11.098974328726086,11098974.328726087,11132955.76933942,-33981.440613333136,-0.3052328718211502
Delaware,2020,11.019858906335058,11019858.906335058,11098974.328726087,-79115.42239102907,-0.712817419410229
Delaware,2021,11.57124767843838,11571247.67843838,11019858.906335058,551388.7721033227,5.003591940604087
Delaware,2022,11.570126444201604,11570126.444201604,11571247.67843838,-1121.2342367768288,-0.009689830067902817
Delaware,2023,11.827715534413793,11827715.534413792,11570126.444201604,257589.09021218866,2.226329085117994
Delaware,2024,11.888019969563501,11888019.969563501,11827715.534413792,60304.43514970876,0.5098569962580487
District of Columbia,1990,7.353816596853928,7353816.596853929,,,
District of Columbia,1991,7.503200511882753,7503200.511882753,7353816.596853929,149383.91502882447,2.0313793941058185
District of Columbia,1992,7.697433385822774,7697433.385822774,7503200.511882753,194232.8739400208,2.588666977943824
District of Columbia,1993,7.467513481491397,7467513.481491397,7697433.385822774,-229919.90433137678,-2.986968419302544
District of Columbia,1994,7.946461393588959,7946461.393588959,7467513.481491397,478947.9120975621,6.41375356448513
